2018-01-30 19:07:37.004968,67567
,67298
,41560
2018-01-30 19:09:23.020402, 35878
2018-01-30 19:11:13.038989, 33208
2018-01-30 19:12:09.042898, 31510
2018-01-30 19:13:14.055572, 30487
2018-01-30 19:14:12.062636, 29878
2018-01-30 19:15:01.069268, 29200
2018-01-30 19:15:44.075248, 28670
2018-01-30 19:16:58.079801, 27776
2018-01-30 19:17:49.085837, 27021
2018-01-30 19:18:45.098363, 26355
2018-01-30 19:20:07.106923, 25803
2018-01-30 19:21:01.115208, 25287
2018-01-30 19:22:34.124125, 23997
