2018-01-30 18:41:25.794778, 0.024364
2018-01-30 18:41:26.794126, 0.024365
2018-01-30 18:41:27.793867, 0.024366
2018-01-30 18:41:28.798984, 0.024366
2018-01-30 18:41:29.798069, 0.024364
2018-01-30 18:41:30.797138, 0.024364
2018-01-30 18:41:31.796289, 0.024365
2018-01-30 18:41:32.795502, 0.024364
2018-01-30 18:41:33.795336, 0.024363
2018-01-30 18:41:34.795050, 0.024364
2018-01-30 18:41:35.799734, 0.024367
2018-01-30 18:41:36.795481, 0.024364
2018-01-30 18:41:37.795249, 0.024363
2018-01-30 18:41:38.795187, 0.024364
2018-01-30 18:41:39.796040, 0.024365
2018-01-30 18:41:40.799735, 0.024366
2018-01-30 18:41:41.797553, 0.024366
2018-01-30 18:41:42.795464, 0.024365
2018-01-30 18:41:43.799151, 0.024365
2018-01-30 18:41:44.796977, 0.024367
2018-01-30 18:41:45.800694, 0.024366
2018-01-30 18:41:46.798458, 0.024366
2018-01-30 18:41:47.796260, 0.024366
2018-01-30 18:41:48.799974, 0.024368
2018-01-30 18:41:49.797725, 0.024368
2018-01-30 18:41:50.801497, 0.024367
2018-01-30 18:41:51.799286, 0.024369
2018-01-30 18:41:52.797075, 0.024371
2018-01-30 18:41:53.800699, 0.024371
2018-01-30 18:41:54.798473, 0.024371
2018-01-30 18:41:55.802123, 0.024370
2018-01-30 18:41:56.800044, 0.024373
2018-01-30 18:41:57.797936, 0.024372
2018-01-30 18:41:58.801594, 0.024371
2018-01-30 18:41:59.799359, 0.024372
2018-01-30 18:42:00.803264, 0.024372
2018-01-30 18:42:01.801234, 0.024374
2018-01-30 18:42:02.799073, 0.024373
2018-01-30 18:42:03.802785, 0.024373
2018-01-30 18:42:04.800489, 0.024373
2018-01-30 18:42:05.804244, 0.024374
2018-01-30 18:42:06.802164, 0.024375
2018-01-30 18:42:07.799882, 0.024374
2018-01-30 18:42:08.803573, 0.024374
2018-01-30 18:42:09.801436, 0.024376
2018-01-30 18:42:10.799268, 0.024376
2018-01-30 18:42:11.803024, 0.024375
2018-01-30 18:42:12.800774, 0.024375
2018-01-30 18:42:13.804281, 0.024375
2018-01-30 18:42:14.802036, 0.024376
2018-01-30 18:42:15.800024, 0.024375
2018-01-30 18:42:16.804085, 0.024376
2018-01-30 18:42:17.802836, 0.024376
2018-01-30 18:42:18.801060, 0.024376
2018-01-30 18:42:19.804990, 0.024376
2018-01-30 18:42:20.803360, 0.024377
2018-01-30 18:42:21.801444, 0.024376
2018-01-30 18:42:22.805196, 0.024377
2018-01-30 18:42:23.803513, 0.024378
2018-01-30 18:42:24.804937, 0.024375
2018-01-30 18:42:25.806101, 0.024376
2018-01-30 18:42:26.804877, 0.024375
2018-01-30 18:42:27.803238, 0.024377
2018-01-30 18:42:28.802278, 0.024377
2018-01-30 18:42:29.806479, 0.024377
2018-01-30 18:42:30.802596, 0.024377
2018-01-30 18:42:31.805340, 0.024378
2018-01-30 18:42:32.804458, 0.024380
2018-01-30 18:42:33.803565, 0.024381
2018-01-30 18:42:34.802678, 0.024380
2018-01-30 18:42:35.807736, 0.024381
2018-01-30 18:42:36.807003, 0.024382
2018-01-30 18:42:37.805102, 0.024381
2018-01-30 18:42:38.803322, 0.024381
2018-01-30 18:42:39.808013, 0.024382
2018-01-30 18:42:40.807509, 0.024383
2018-01-30 18:42:41.807263, 0.024383
2018-01-30 18:42:42.806914, 0.024384
2018-01-30 18:42:43.809286, 0.024383
2018-01-30 18:42:44.807282, 0.024384
2018-01-30 18:42:45.805083, 0.024384
2018-01-30 18:42:46.808882, 0.024384
2018-01-30 18:42:47.806721, 0.024384
2018-01-30 18:42:48.804681, 0.024385
2018-01-30 18:42:49.808248, 0.024385
2018-01-30 18:42:50.807767, 0.024384
2018-01-30 18:42:51.807322, 0.024385
2018-01-30 18:42:52.807925, 0.024385
2018-01-30 18:42:53.808091, 0.024385
2018-01-30 18:42:54.808056, 0.024385
2018-01-30 18:42:55.806752, 0.024386
2018-01-30 18:42:56.811281, 0.024388
2018-01-30 18:42:57.809782, 0.024386
2018-01-30 18:42:58.808228, 0.024387
2018-01-30 18:42:59.806539, 0.024386
2018-01-30 18:43:00.811011, 0.024387
2018-01-30 18:43:01.809513, 0.024387
2018-01-30 18:43:02.808201, 0.024387
2018-01-30 18:43:03.807190, 0.024387
2018-01-30 18:43:04.811325, 0.024388
2018-01-30 18:43:05.810452, 0.024388
2018-01-30 18:43:06.809392, 0.024388
2018-01-30 18:43:07.806986, 0.024388
2018-01-30 18:43:08.811957, 0.024389
2018-01-30 18:43:09.811412, 0.024389
2018-01-30 18:43:10.809321, 0.024389
2018-01-30 18:43:11.808057, 0.024389
2018-01-30 18:43:12.813110, 0.024390
2018-01-30 18:43:13.810743, 0.024390
2018-01-30 18:43:14.809680, 0.024391
2018-01-30 18:43:15.812125
